Orthogroup	Canis_lupus_protein	Macaca_fascicularis_protein	Mus_musculus_protein	Rattus_norvegicus_protein
OG0000010	XP_038412335.1, XP_038413451.1, XP_038418003.1, XP_038418004.1, XP_038418005.1, XP_038418006.1, XP_038440238.1, XP_038440244.1, XP_038440278.1, XP_038440279.1, XP_038440281.1, XP_038440289.1, XP_038440295.1, XP_038440296.1, XP_038440297.1, XP_038440298.1, XP_038440305.1, XP_038440333.1, XP_038440334.1, XP_038440352.1, XP_038440353.1, XP_038440354.1, XP_038440363.1, XP_038440365.1, XP_038440416.1	XP_005541139.1, XP_005553844.1, XP_005553862.1, XP_005553863.1, XP_005553867.1, XP_005553876.2, XP_005553879.2, XP_005553886.2, XP_005553919.2, XP_005558384.3, XP_015294595.3, XP_015305253.1, XP_015305254.1, XP_015305255.2, XP_015305256.1, XP_015313424.1, XP_045245951.1, XP_045246515.1, XP_045254412.1, XP_065388418.1, XP_065400382.1, XP_065400385.1, XP_065402828.1	NP_001380452.1, NP_075911.2, NP_084358.1, NP_783594.1, NP_783595.1, NP_783596.1, NP_783597.2, NP_835501.1, NP_835502.1, NP_835503.1, NP_835504.1, NP_835505.1, NP_835506.1, NP_835507.1, NP_835508.1, NP_835586.2	NP_001100822.1, NP_001101884.1, NP_001102870.1, NP_001103111.1, NP_001104597.1, NP_001395683.1, NP_001395777.1, NP_001395862.1, NP_001395954.1, NP_001396017.1, NP_001396019.1, NP_001396026.1, NP_001403243.1, NP_072169.1, NP_072173.2
OG0000011			NP_001257735.1, NP_001365552.1, NP_001389976.1, NP_083564.2, XP_011243156.1, XP_011243160.1, XP_017171822.1, XP_017171823.1, XP_030104090.1	NP_001020926.1, XP_038940280.1, XP_038940288.2, XP_038940294.1, XP_038940306.1, XP_038940320.1, XP_038940322.1, XP_038940370.2, XP_038940373.2, XP_063123894.1, XP_063123898.1, XP_063123943.1, XP_063124030.1, XP_063124033.1, XP_063124036.1, XP_063124038.1, XP_063124039.1, XP_063124048.1, XP_063124052.1, XP_063124053.1, XP_063124058.1, XP_063124059.1, XP_063124060.1, XP_063124061.1, XP_063124063.1, XP_063124064.1, XP_063124065.1, XP_063124066.1, XP_063124067.1, XP_063124070.1, XP_063124073.1, XP_063124075.1, XP_063124078.1, XP_063124081.1, XP_063124082.1, XP_063124085.1, XP_063124086.1, XP_063124088.1, XP_063124090.1, XP_063124091.1, XP_063124094.1, XP_063124099.1, XP_063124100.1, XP_063124103.1, XP_063124104.1, XP_063124106.1, XP_063124107.1, XP_063124108.1, XP_063124110.1, XP_063124111.1, XP_063124114.1, XP_063124115.1, XP_063124121.1, XP_063124124.1, XP_063124128.1, XP_063124132.1, XP_063124139.1, XP_063124140.1, XP_063124143.1, XP_063124144.1, XP_063124145.1, XP_063124149.1, XP_063124153.1, XP_063124156.1, XP_063124158.1, XP_063124160.1, XP_063124166.1, XP_063124169.1, XP_063124171.1, XP_063124174.1
OG0000012	XP_038386800.1, XP_038405443.1, XP_038411022.1, XP_038412317.1, XP_038413521.1, XP_038415124.1, XP_038415129.1, XP_038415135.1, XP_038415137.1, XP_038415142.1, XP_038415152.1, XP_038415159.1, XP_038415165.1, XP_038415166.1, XP_038415181.1, XP_038416163.1, XP_038416168.1, XP_038416169.1, XP_038416239.1, XP_038416395.1, XP_038416399.1, XP_038416400.1, XP_038416401.1, XP_038416436.1, XP_038416460.1, XP_038416487.1, XP_038416500.1, XP_038418318.1, XP_038432054.1, XP_038439214.1, XP_038439721.1, XP_038444804.1, XP_038444805.1, XP_038444824.1, XP_038444825.1, XP_038444841.1, XP_038444844.1, XP_038444848.1, XP_038444882.1, XP_038444940.1, XP_038445015.1, XP_038445016.1, XP_038445018.1, XP_038445020.1, XP_038445057.1, XP_038445070.1, XP_038445073.1, XP_038445089.1, XP_038445090.1, XP_038445102.1, XP_038445116.1, XP_038445123.1, XP_038445172.1, XP_038445173.1, XP_038445175.1, XP_038445176.1, XP_038445222.1, XP_038445354.1, XP_038445372.1, XP_038445382.1, XP_038445396.1, XP_038445397.1, XP_038445399.1, XP_038445423.1, XP_038445424.1, XP_038445464.1, XP_038445467.1, XP_038445526.1, XP_038445530.1, XP_038445544.1, XP_038445572.1, XP_038445580.1, XP_038445606.1, XP_038445611.1, XP_038445613.1, XP_038445614.1, XP_038445633.1, XP_038445675.1			
OG0000013	NP_001243388.1, NP_001375530.1, NP_001375531.1, NP_001375532.1, NP_001375541.1, NP_001375546.1, NP_001375547.1, NP_001375813.1, NP_001375815.1, NP_001375901.1, NP_001375936.1, NP_001375937.1, NP_001375951.1, NP_001375994.1, NP_001376113.1, NP_001376134.1, NP_001376137.1, XP_038418396.1, XP_038420407.1	XP_005539590.3, XP_005539592.3, XP_005562515.3, XP_005577948.3, XP_005577950.3, XP_005577951.3, XP_005578934.3, XP_005578936.1, XP_005580076.3, XP_005588359.4, XP_015290772.3, XP_015290779.3, XP_015290780.3, XP_015290781.3, XP_015290783.3, XP_015295710.3, XP_015300961.3, XP_045226622.2, XP_045246310.2, XP_065384717.1, XP_065385773.1, XP_065395673.1	NP_001011833.1, NP_001011834.1, NP_666804.2, NP_666848.1, NP_666849.1, NP_666850.1, NP_666853.2, NP_666858.2, NP_666869.2, NP_666870.2, NP_666871.2, NP_666963.2, NP_667047.1, NP_667221.2, NP_667226.1, NP_996559.1	NP_001000295.1, NP_001000320.1, NP_001000326.1, NP_001000327.1, NP_001000328.1, NP_001000331.1, NP_001000332.1, NP_001000568.1, NP_001000654.1, NP_001000658.1, NP_001000659.1, NP_001000660.1, NP_001000661.1, NP_001000663.1, NP_001000664.1, NP_001000928.1, NP_001001049.1, NP_001001052.1, NP_001001056.1, XP_017447822.2
OG0000014	XP_038381452.1, XP_038382737.1, XP_038383864.1, XP_038383876.1, XP_038384053.1, XP_038389711.1, XP_038390923.1, XP_038390932.1, XP_038395468.1, XP_038409055.1, XP_038412304.1, XP_038416450.1, XP_038430479.1, XP_038433866.1, XP_038434080.1, XP_038440307.1, XP_038445549.1	NP_001335371.1, XP_005549130.3, XP_005549594.2, XP_005558347.3, XP_005572774.3, XP_005587921.3, XP_005589066.2, XP_005589087.3, XP_005589089.3, XP_005589543.2, XP_005590183.3, XP_005590204.3, XP_005590620.2, XP_005592614.3, XP_005593491.3, XP_005596134.4, XP_015285394.3, XP_015287357.3, XP_015292121.3, XP_015292127.3, XP_015292146.3, XP_015292340.2, XP_015296586.3, XP_015296693.2, XP_015296899.2, XP_015302537.2, XP_015311295.2, XP_045222155.2, XP_045235722.2, XP_045238452.1, XP_065376633.1, XP_065376682.1, XP_065379308.1, XP_065388887.1, XP_065394218.1, XP_065394304.1, XP_065403213.1	NP_001004362.2, NP_001032754.1, NP_001074476.1, NP_001229950.1, NP_001277279.1, NP_001394469.1, NP_001396677.1, NP_035892.2, NP_766351.3, NP_940809.2, XP_030101795.1, XP_036008398.1	NP_001102465.2, NP_001121030.1, NP_478116.2, XP_001077082.3, XP_006228993.1, XP_017456932.1, XP_038956501.1, XP_038956805.1, XP_063117366.1, XP_063117412.1, XP_063137047.1
OG0000015	XP_038431683.1	XP_005544804.3, XP_005544805.3, XP_005544806.3, XP_005544808.3, XP_005544811.3, XP_005567881.1, XP_015309777.3, XP_015309790.3, XP_065385809.1	NP_001007580.1, NP_001078881.1, NP_001078887.1, NP_001107207.1, NP_001107208.2, NP_001116140.1, NP_001116150.1, NP_001119787.2, NP_001119796.2, NP_001157756.1, NP_001257385.1, NP_001257386.1, NP_001399470.1, NP_001405240.1, NP_766465.1, NP_796161.3, NP_941069.1, XP_001476078.1, XP_001476360.1, XP_001476598.1, XP_003689193.1, XP_003945894.1, XP_003945897.1, XP_006539048.2, XP_011247943.2, XP_011247946.2, XP_011248188.1, XP_011249427.2, XP_011249431.2, XP_017174405.1, XP_017174406.1, XP_017175368.1, XP_017176748.1, XP_017176749.1, XP_017176750.1, XP_036018114.1, XP_987278.1	NP_001102799.1, NP_001129254.1, NP_001388153.1, XP_001065244.1, XP_001076970.1, XP_001077012.1, XP_003751353.2, XP_003751380.1, XP_006238418.1, XP_006239406.2, XP_006239408.1, XP_006250776.2, XP_008762058.1, XP_017457709.1, XP_038948470.1, XP_038948472.1, XP_038948478.1, XP_038948482.1, XP_038948484.2, XP_038948839.1, XP_038967427.1, XP_056841534.1, XP_063129947.1, XP_063129949.1, XP_063129952.1, XP_063144750.1, XP_577321.1, XP_577327.1, XP_578142.3
OG0000016	NP_001006648.1, NP_001006655.1, NP_001271393.1, XP_038407548.1, XP_038407550.1, XP_038408443.1, XP_038408444.1, XP_038408445.1, XP_038408446.1, XP_038408447.1, XP_038408448.1, XP_038408449.1, XP_038408450.1, XP_038408451.1, XP_038408452.1, XP_038408453.1, XP_038409208.1, XP_038409209.1, XP_038409210.1	XP_005581675.3, XP_005581676.3, XP_005581677.3, XP_005581678.3, XP_005581679.1, XP_005581680.3, XP_005581683.3, XP_005581684.3, XP_005581685.3, XP_005581687.3, XP_005581691.3, XP_005581692.3, XP_015292580.1, XP_045228737.2, XP_045228739.2, XP_045228741.2, XP_065387149.1	NP_032359.2, NP_032360.2, NP_032362.2, NP_034632.2, NP_034633.2, NP_034634.1, NP_034635.2, NP_034637.1, NP_796321.1, NP_796335.1, NP_954608.1, NP_996750.1, NP_996753.1, NP_996754.1, NP_996858.1	NP_001014786.1, NP_001100137.1, NP_001101395.1, NP_001258147.1, NP_001388886.1, NP_001395720.1, NP_001395778.1, NP_001395977.1, NP_001395994.1, NP_001396331.1, XP_003750010.2, XP_038967480.1, XP_038967481.1, XP_038967482.1, XP_038967483.1, XP_038967484.1, XP_038967485.1, XP_038967486.1, XP_038967487.1, XP_063144647.1, XP_063144648.1, XP_063144745.1, XP_063144746.1, XP_063144748.1
OG0000017	XP_038386301.1, XP_038386303.1, XP_038386305.1, XP_038386306.1, XP_038386309.1, XP_038386314.1, XP_038386315.1, XP_038386324.1, XP_038386325.1, XP_038386364.1, XP_038387976.1, XP_038445478.1, XP_038445479.1, XP_038445480.1, XP_038445481.1	XP_005558086.3, XP_005558089.3, XP_005558090.3, XP_005558092.2, XP_005558094.3, XP_005558097.2, XP_005596046.4, XP_015307502.3, XP_015307505.3, XP_015307506.3, XP_015307507.3, XP_015307508.3, XP_015307532.3, XP_045250273.2, XP_045250274.2, XP_065401984.1	NP_444357.1, NP_444358.2, NP_444359.3, NP_444360.1, NP_444361.1, NP_444362.3, NP_444363.1, NP_444364.3, NP_444365.1, NP_444366.3, NP_444367.1, NP_444368.1, NP_444369.3, NP_444370.1, NP_444371.3, NP_444372.2, NP_444373.1, NP_444374.2, NP_444375.2, NP_444376.1, NP_444377.3	NP_001014779.1, NP_001014780.1, NP_001014783.1, NP_001014804.1, NP_001102593.2, NP_001102860.1, NP_001102865.1, NP_001108073.1, NP_001108074.2, NP_001108075.1, NP_001108076.1, NP_001391845.1, NP_001395668.1, NP_001395689.1, NP_001395766.1, NP_001395834.1, NP_001395838.1, NP_001395844.1, NP_001403744.1, NP_775122.2, XP_001055818.2, XP_008770293.3
OG0000018	XP_038412336.1, XP_038415464.1, XP_038418000.1, XP_038418001.1, XP_038418002.1, XP_038432800.1, XP_038439901.1, XP_038440237.1, XP_038440275.1, XP_038440276.1, XP_038440277.1, XP_038440336.1, XP_038440339.1, XP_038440340.1, XP_038440341.1, XP_038440361.1, XP_038440362.1, XP_038440417.1	XP_005541140.1, XP_005542099.1, XP_005542100.1, XP_005553797.1, XP_005553799.1, XP_005553843.1, XP_005553866.1, XP_005553871.1, XP_005553880.1, XP_015305249.1, XP_015305250.1, XP_015305252.1, XP_015305302.1, XP_045232865.1, XP_045245950.1, XP_065379860.1, XP_065402845.1	NP_001171015.1, NP_038577.1, NP_783589.1, NP_783590.1, NP_783591.2, NP_783592.1, NP_783593.1, NP_808356.1, NP_835489.1, NP_835490.1, NP_835491.1, NP_835492.1, NP_835493.1, NP_835494.1, NP_835495.1, NP_835496.1, NP_835584.1, NP_835585.3, NP_835736.1	NP_001019453.1, NP_001102893.1, NP_001103080.1, NP_001104811.1, NP_001302421.1, NP_001302422.1, NP_001395599.1, NP_001395655.1, NP_001395680.1, NP_001395690.1, NP_001395771.1, NP_001395796.1, NP_001395861.1, NP_001395916.1, NP_001395941.1, NP_068611.1, NP_068612.2, XP_003751759.1, XP_063132517.1
OG0000019		XP_065374731.1, XP_065374732.1, XP_065374733.1, XP_065374817.1, XP_065374823.1, XP_065374829.1, XP_065374892.1, XP_065374899.1, XP_065374900.1, XP_065374911.1, XP_065374917.1, XP_065374924.1, XP_065374926.1, XP_065374928.1, XP_065374942.1, XP_065374943.1, XP_065374946.1, XP_065374956.1, XP_065376009.1, XP_065379755.1, XP_065381216.1, XP_065381217.1, XP_065381218.1, XP_065381219.1, XP_065382613.1, XP_065382616.1, XP_065382617.1, XP_065382618.1, XP_065382619.1, XP_065385983.1, XP_065387162.1, XP_065387165.1, XP_065387167.1, XP_065387168.1, XP_065387169.1, XP_065387170.1, XP_065387171.1, XP_065395390.1, XP_065395391.1, XP_065395392.1, XP_065395393.1, XP_065395394.1, XP_065396452.1, XP_065396453.1, XP_065397232.1, XP_065397258.1, XP_065397260.1, XP_065397655.1, XP_065397658.1, XP_065397660.1, XP_065397661.1, XP_065397664.1, XP_065400685.1, XP_065400853.1, XP_065400854.1, XP_065402579.1, XP_065402582.1, XP_065402586.1, XP_065402588.1, XP_065402590.1, XP_065402598.1, XP_065402605.1, XP_065402612.1, XP_065402614.1, XP_065402618.1, XP_065402625.1, XP_065402631.1, XP_065402636.1, XP_065402638.1, XP_065402641.1, XP_065402649.1, XP_065402651.1		
OG0000020	NP_001003168.1, NP_001008276.2	XP_005553987.2, XP_005584725.3, XP_045231726.1, XP_045231732.2, XP_045240469.1, XP_045240472.2, XP_065387920.1, XP_065387922.1, XP_065388278.1, XP_065388608.1, XP_065388609.1, XP_065388611.1, XP_065388613.1	NP_001157530.1, NP_001192251.1, NP_001258307.1, NP_001347974.1, NP_001348026.1, NP_001371016.1, NP_032891.1, NP_034218.1, NP_035248.2, NP_035250.1, NP_035294.2, NP_035295.1, NP_035296.1, NP_035298.1, NP_038794.1, NP_064375.1, NP_075821.1, NP_076235.1, NP_079808.1, NP_080172.1, NP_080482.1, NP_082753.1, NP_112468.1, XP_006532286.1, XP_011242562.1	NP_001008342.2, NP_001030020.2, NP_001037736.1, NP_001038167.1, NP_001304727.1, NP_001405441.1, NP_036667.1, NP_036761.1, NP_058732.2, NP_059059.3, NP_064464.1, NP_067591.1, NP_071512.2, NP_071975.2, NP_112606.1, NP_150236.1, NP_445816.1, NP_446243.1, NP_599212.1, NP_612536.2, NP_620216.2, NP_714958.1, NP_714960.1, NP_775133.2, XP_006253971.1, XP_008769837.2, XP_008769893.1, XP_038952367.1, XP_063133039.1, XP_063133040.1
OG0000021	NP_001361455.1, NP_001361456.1, NP_001361514.1, NP_001361519.1, XP_038381864.1, XP_038398749.1, XP_038402506.1, XP_038412337.1, XP_038417995.1, XP_038417997.1, XP_038440271.1, XP_038440272.1, XP_038440337.1, XP_038440338.1, XP_038440360.1	XP_005539890.3, XP_005541064.1, XP_005541132.1, XP_005551659.3, XP_005553796.1, XP_005556922.3, XP_005567844.1, XP_005580074.2, XP_005585038.1, XP_005589931.3, XP_015305029.3, XP_015305243.1, XP_015305280.3, XP_045217174.2, XP_045245959.2, XP_065394940.1, XP_065399112.1, XP_065400383.1, XP_065402194.1, XP_065402841.1	NP_001074488.1, NP_001304932.1, NP_001357860.1, NP_032236.1, NP_032237.1, NP_038576.1, NP_038578.2, NP_473386.1, NP_659539.1, NP_783584.1, NP_835510.1, NP_835511.1, NP_835512.1, NP_835513.1, NP_835514.1, NP_835587.1, NP_835734.2, XP_030103341.1	NP_001013074.1, NP_001101168.1, NP_001103112.1, NP_001389154.1, NP_001395612.1, NP_001395691.1, NP_001395694.1, NP_446437.1, XP_008759202.1, XP_017445789.1, XP_017456259.1, XP_038964978.1, XP_063118698.1, XP_063120512.1, XP_063133017.1, XP_346042.2
OG0000022	NP_001375698.1, NP_001375700.1, NP_001375792.1, NP_001375894.1, NP_001375903.1, NP_001375911.1, NP_001375923.1, NP_001375926.1, NP_001375999.1, XP_038438398.1, XP_038438401.1, XP_038438402.1, XP_038438403.1, XP_038438404.1	XP_045241177.2, XP_045241179.2, XP_045241180.2, XP_045241290.2, XP_065395405.1	NP_001005524.2, NP_001011736.1, NP_001011791.1, NP_001011807.2, NP_001011808.1, NP_666433.1, NP_666434.2, NP_666509.2, NP_666696.2, NP_666697.2, NP_666990.2, NP_667202.1, NP_667203.2, NP_667205.2, NP_667206.1, NP_667209.1, NP_667212.2, NP_667213.2, NP_997433.2	NP_001000045.1, NP_001000046.1, NP_001000047.1, NP_001000048.1, NP_001000050.1, NP_001000051.1, NP_001000052.1, NP_001000496.1, NP_001000531.1, NP_001000726.1, NP_001000727.1, NP_001000728.1, NP_001000945.1, NP_001001099.1, NP_001001100.1, NP_001001101.1, NP_001001102.1, NP_001001103.1, NP_001001104.1, NP_001001105.1, NP_001001106.1, NP_001001107.1, NP_001001108.1, NP_001001352.2, NP_001001383.1, XP_038944129.1, XP_038944666.1, XP_063126739.1
OG0000023	NP_001375444.1, NP_001375447.1, NP_001375818.1, NP_001375893.1, NP_001375896.1, NP_001375915.1, NP_001376034.1, NP_001376079.1, NP_001376082.1, NP_001376092.1, XP_038418392.1, XP_038418394.1, XP_038419185.1, XP_038420404.1	XP_005577940.3, XP_005577944.3, XP_015299920.3, XP_045226644.2, XP_065385763.1	NP_001011735.2, NP_001011771.2, NP_001011777.1, NP_001171328.1, NP_666503.2, NP_666517.2, NP_666518.2, NP_666519.1, NP_666520.2, NP_666521.2, NP_666795.2, NP_666801.2, NP_666934.1, NP_667057.2, NP_667058.1, NP_667077.1, NP_667223.1, NP_667227.2, NP_667228.2, NP_667229.2, NP_667230.1, NP_667289.2, NP_997017.1, NP_997018.2, NP_997444.2, NP_997445.1, NP_997446.1, NP_997557.2	NP_001000299.1, NP_001000305.1, NP_001000307.1, NP_001000308.1, NP_001000309.1, NP_001000310.1, NP_001000311.1, NP_001000313.1, NP_001000314.1, NP_001000678.1, NP_001000679.1, NP_001000681.1, NP_001000682.1, NP_001000685.1, NP_001000931.1, NP_001000932.1, NP_001000933.1, NP_001395893.1
OG0000024	NP_001003349.2, NP_001182774.2, XP_038385579.1, XP_038386568.1, XP_038389880.1, XP_038395170.1, XP_038407379.1, XP_038408967.1, XP_038415713.1, XP_038417669.1, XP_038420945.1, XP_038428921.1, XP_038435896.1, XP_038439209.1, XP_038442531.1	XP_005549302.1, XP_005551289.1, XP_005572035.2, XP_005573027.1, XP_005575787.1, XP_015297393.2, XP_045229524.1, XP_045232433.1, XP_045243797.1, XP_065383004.1	NP_001004365.1, NP_001349828.1, NP_001412719.1, NP_031419.1, NP_033739.1, NP_033740.2, NP_062647.2, NP_076224.1, NP_079547.2, NP_080190.1, NP_082789.1, NP_082790.1, NP_083966.1, NP_780628.3, NP_780706.1	NP_001009268.1, NP_001009602.1, NP_001013959.1, NP_001013983.1, NP_001020588.1, NP_001034117.2, NP_001034122.1, NP_001099879.1, NP_001102412.1, NP_001120921.1, NP_001178789.1, NP_001382533.1, NP_001396275.1, NP_037025.1, NP_062056.1, NP_062085.1, NP_112266.1, NP_112330.1, NP_112406.1, XP_006231532.1, XP_006249182.1, XP_063133715.1
OG0000025	NP_001375512.1, NP_001375513.1, NP_001375514.1, NP_001375515.1, NP_001375516.1, NP_001375517.1, NP_001376096.1, NP_001376097.1, NP_001376110.1, NP_001376114.1, XP_038419183.1	XP_045227818.2, XP_045227819.2	NP_001011840.1, NP_001011841.1, NP_001011842.1, NP_666403.1, NP_666413.1, NP_666786.1, NP_666846.1, NP_666847.1, NP_666900.1, NP_666901.2, NP_666902.1, NP_666903.1, NP_666904.1, NP_666906.1, NP_666907.2, NP_666908.2, NP_666909.1, NP_666910.1, NP_666911.1, NP_666912.1, NP_666914.1, NP_666915.1, NP_666916.1, NP_997015.2, NP_997458.1, XP_030106807.1, XP_030107007.1	NP_001000252.1, NP_001000253.1, NP_001000254.1, NP_001000255.1, NP_001000256.1, NP_001000257.1, NP_001000258.1, NP_001000556.1, NP_001000757.1, NP_001000758.1, NP_001001019.1, NP_001001043.1, NP_001001045.1, NP_001001047.1, NP_001396075.1, NP_001396078.1, XP_003749122.1, XP_003749125.1, XP_017445013.1, XP_017445015.1, XP_038952475.1
OG0000026	XP_038400303.1, XP_038407547.1, XP_038407892.1, XP_038413464.1, XP_038428904.1	XP_065376878.1, XP_065381806.1, XP_065385776.1, XP_065387161.1, XP_065389319.1, XP_065393797.1, XP_065395319.1, XP_065396747.1, XP_065399724.1, XP_065401557.1, XP_065403267.1	XP_011239852.1, XP_011240260.1, XP_011241405.1, XP_017167908.1, XP_017167934.1, XP_017170814.3, XP_017174599.2, XP_030109804.2, XP_036010302.1, XP_036010344.1, XP_036011316.1, XP_036012046.1, XP_036013009.1, XP_036016782.1, XP_036018054.1, XP_036020439.1, XP_036020530.1, XP_036021573.1	XP_038962176.2, XP_063118827.1, XP_063120511.1, XP_063120526.1, XP_063120731.1, XP_063120760.1, XP_063122429.1, XP_063122436.1, XP_063122471.1, XP_063126912.1, XP_063127951.1, XP_063129788.1, XP_063130926.1, XP_063132198.1, XP_063133785.1, XP_063135728.1, XP_063136637.1, XP_063136784.1, XP_063136870.1, XP_063136986.1, XP_063138806.1, XP_063138828.1, XP_063141386.1, XP_063142864.1, XP_063144593.1, XP_063144737.1
OG0000027		XP_065377897.1, XP_065397240.1	NP_001095003.1, NP_001160182.1, NP_001160191.1, NP_001160192.1, NP_001160201.1, NP_444462.1, NP_444463.2, NP_444465.2, NP_444466.2, NP_444468.2, NP_598926.1, NP_598927.1, NP_598928.1, NP_598929.1, NP_598930.1, NP_598931.1, NP_598932.1, NP_598934.1, NP_598936.1, NP_598937.1, NP_598938.1, NP_598939.1, NP_598940.1, NP_598941.1, NP_598942.1, NP_598943.1, NP_598944.1, NP_598945.2, NP_598946.2, NP_598948.1, NP_602318.2	NP_001008906.1, NP_001008922.1, NP_001008970.1, NP_001009513.1, NP_001009515.1, NP_001009518.2, NP_001009519.1, NP_001009520.1, NP_001009521.1, NP_001009523.1, NP_001009528.1, NP_001009529.1, NP_001009530.1, NP_001009531.1, NP_001395783.1, XP_038964435.1, XP_038964442.1, XP_038964445.2, XP_038964452.1, XP_038964987.1, XP_038964989.1, XP_038964990.1, XP_038964991.1, XP_038964992.1
OG0000028	NP_001014309.1, NP_001375610.1, NP_001376102.1, XP_038402084.1	XP_005582558.3, XP_005582559.3, XP_015295692.3	NP_001153247.1, NP_001166157.1, NP_666458.1, NP_666459.1, NP_667134.2, NP_667216.1, NP_667217.2, NP_667218.1, NP_667219.1, NP_667220.2, NP_667233.2, NP_667234.1, NP_667235.1, NP_667236.1, NP_997107.1	NP_001000024.1, NP_001000025.1, NP_001000026.1, NP_001000027.1, NP_001000029.1, NP_001000030.1, NP_001000031.1, NP_001000032.1, NP_001000260.1, NP_001000492.1, NP_001000495.1, NP_001000527.2, NP_001000715.1, NP_001000716.1, NP_001000717.1, NP_001000718.1, NP_001000719.1, NP_001000720.1, NP_001000721.1, NP_001000722.1, NP_001000723.1, NP_001000724.1, NP_001000831.1, NP_001000942.1, NP_001000943.1, NP_001000944.1, NP_001006610.1, NP_001395611.1, NP_997692.1, XP_003750902.1, XP_008766134.3, XP_008766135.1, XP_017452602.1, XP_038943762.1
OG0000029	XP_038385483.1, XP_038388499.1, XP_038397692.1, XP_038444719.1	XP_065375450.1, XP_065376540.1, XP_065376847.1, XP_065378653.1, XP_065379885.1, XP_065380184.1, XP_065380627.1, XP_065381540.1, XP_065381682.1, XP_065382823.1, XP_065382826.1, XP_065385373.1, XP_065386565.1, XP_065386566.1, XP_065388793.1, XP_065389554.1, XP_065389642.1, XP_065390024.1, XP_065392256.1, XP_065393844.1, XP_065393980.1, XP_065394832.1, XP_065394915.1, XP_065395293.1, XP_065396990.1, XP_065397657.1, XP_065397665.1, XP_065397900.1, XP_065399100.1, XP_065400251.1, XP_065400327.1, XP_065400609.1, XP_065401563.1, XP_065401564.1, XP_065402455.1, XP_065404714.1, XP_065404896.1	XP_036010828.1, XP_036012047.1, XP_036014129.1, XP_036016097.1	XP_006244762.1, XP_038956651.1, XP_038956947.1, XP_038959293.1, XP_038969294.2, XP_063120484.1, XP_063136592.1, XP_063136617.1, XP_063136755.1, XP_063141299.1
OG0000030	NP_001074192.1, NP_001138967.1, NP_001138968.1, NP_001138976.1, NP_001138977.1, XP_038415299.1, XP_038432064.1, XP_038433832.1, XP_038433833.1	XP_005551092.3, XP_005570196.2, XP_005570197.3, XP_005570200.3, XP_005570205.3, XP_005570206.3, XP_005570209.1, XP_015285872.3, XP_015303683.1, XP_015303685.3, XP_045220686.2, XP_045240545.2, XP_045240546.2, XP_065379572.1, XP_065379574.1, XP_065398760.1	NP_001034217.1, NP_067537.1, NP_444442.1, NP_954605.1, NP_954606.2, NP_996894.1, NP_996899.1, NP_996900.1, NP_996901.1, NP_996902.1, NP_996903.1, NP_996906.1, NP_996909.1, NP_996913.1	NP_001019857.1, NP_001020320.1, NP_001074407.1, NP_001160149.1, NP_001160152.1, NP_001160153.1, NP_001160154.1, NP_001160161.1, NP_001160162.1, NP_076485.1, NP_076486.1, NP_076487.1, NP_076488.1, NP_076489.1, XP_002729459.1
OG0000031		XP_005582153.1, XP_005593785.1	NP_001005370.1, NP_001357804.1, NP_666155.1	NP_001019967.1, NP_001121129.2, XP_038951115.1, XP_038956661.2, XP_038959528.1, XP_038962034.2, XP_063127026.1, XP_063127029.1, XP_063136666.1, XP_063136668.1, XP_063136669.1, XP_063136672.1, XP_063136675.1, XP_063136678.1, XP_063136681.1, XP_063136682.1, XP_063136683.1, XP_063136686.1, XP_063136687.1, XP_063136690.1, XP_063136692.1, XP_063136694.1, XP_063136695.1, XP_063136697.1, XP_063136698.1, XP_063136700.1, XP_063136701.1, XP_063136703.1, XP_063136705.1, XP_063136712.1, XP_063136714.1, XP_063136716.1, XP_063136717.1, XP_063136720.1, XP_063136724.1, XP_063136731.1, XP_063136732.1, XP_063136736.1, XP_063136740.1, XP_063136743.1, XP_063136747.1, XP_063136753.1, XP_063141218.1, XP_063141231.1, XP_063141232.1, XP_063141242.1, XP_063141243.1, XP_063141255.1, XP_063141257.1
OG0000032	NP_001002986.1, XP_038432058.1, XP_038432060.1, XP_038432692.1, XP_038432696.1, XP_038432699.1, XP_038432701.1	XP_005570154.1, XP_005570157.3, XP_005570159.3, XP_005570162.3, XP_005570181.3	NP_001014997.1, NP_001095090.1, NP_001103793.1, NP_001239506.1, NP_001296566.1, NP_001368891.1, NP_032485.2, NP_032489.1, NP_032490.1, NP_034778.2, NP_034781.2, NP_057868.2, NP_780735.2, NP_808354.1, XP_011239768.1	NP_001009486.1, NP_001009494.2, NP_001009495.1, NP_001009497.1, NP_001009498.1, NP_001009499.1, NP_001009500.1, NP_001009501.1, NP_001009718.1, NP_001009919.1, NP_001012767.1, NP_001102723.1, NP_001102823.1, NP_001104780.1, NP_001128188.1, NP_001178907.1, NP_001376158.1, NP_631926.1, NP_690061.2, NP_775413.2, XP_038963383.1, XP_038964313.1, XP_038964788.1, XP_038964793.1, XP_063141503.1, XP_063143056.1
